Name	Trim Slug	Family	Name	Variation 1	Variation 2	Variation 3	Variation 4	Variation 5	Variation 6
Queen's Gambit Declined: Albin, Fianchetto Variation	Queens-Gambit-Declined-Albin-Fianchetto-Variation	Queen's Gambit	Queen's Gambit Declined	Albin Countergambit	Fianchetto Variation				
Queen's Gambit Declined: Albin, Lasker Trap	Queens-Gambit-Declined-Albin-Lasker-Trap	Queen's Gambit	Queen's Gambit Declined	Albin Countergambit	Lasker Trap				
Queen's Gambit Declined: Albin, Lasker Variation	Queens-Gambit-Declined-Albin-Lasker-Variation	Queen's Gambit	Queen's Gambit Declined	Albin Countergambit	Lasker Variation				
Queen's Gambit Declined: Albin, Modern, Balogh Variation	Queens-Gambit-Declined-Albin-Modern-Balogh-Variation	Queen's Gambit	Queen's Gambit Declined	Albin Countergambit	Modern Line	Balogh Variation			
Queen's Gambit Declined: Albin, Modern, Janowski Variation	Queens-Gambit-Declined-Albin-Modern-Janowski-Variation	Queen's Gambit	Queen's Gambit Declined	Albin Countergambit	Modern Line	Janowski Variation			
Queen's Gambit Declined: Albin, Modern, Krenosz Variation	Queens-Gambit-Declined-Albin-Modern-Krenosz-Variation	Queen's Gambit	Queen's Gambit Declined	Albin Countergambit	Modern Line	Krenosz Variation			
Queen's Gambit Declined: Albin, Modern Line	Queens-Gambit-Declined-Albin-Modern-Line	Queen's Gambit	Queen's Gambit Declined	Albin Countergambit	Modern Line				
Queen's Gambit Declined: Albin, Tartakower Defense	Queens-Gambit-Declined-Albin-Tartakower-Defense	Queen's Gambit	Queen's Gambit Declined	Albin Countergambit	Tartakower Defense				
Queen's Gambit Declined: Austrian, Gusev Countergambit	Queens-Gambit-Declined-Austrian-Gusev-Countergambit	Queen's Gambit	Queen's Gambit Declined	Austrian Variation	Gusev Countergambit				
Queen's Gambit Declined: Austrian, Gusev, Haberditz Variation	Queens-Gambit-Declined-Austrian-Gusev-Haberditz-Variation	Queen's Gambit	Queen's Gambit Declined	Austrian Variation	Gusev Countergambit	Haberditz Variation			
Queen's Gambit Declined: Austrian, Salvio Countergambit	Queens-Gambit-Declined-Austrian-Salvio-Countergambit	Queen's Gambit	Queen's Gambit Declined	Austrian Variation	Salvio Countergambit				
Queen's Gambit Declined: Austrian Variation	Queens-Gambit-Declined-Austrian-Variation	Queen's Gambit	Queen's Gambit Declined	Austrian Variation					
Queen's Gambit Declined: Baltic, Argentinian Gambit	Queens-Gambit-Declined-Baltic-Argentinian-Gambit	Queen's Gambit	Queen's Gambit Declined	Baltic Defense	Argentinian Gambit				
Queen's Gambit Declined: Baltic Defense	Queens-Gambit-Declined-Baltic-Defense	Queen's Gambit	Queen's Gambit Declined	Baltic Defense					
Queen's Gambit Declined: Baltic, Deferred Queen Attack	Queens-Gambit-Declined-Baltic-Deferred-Queen-Attack	Queen's Gambit	Queen's Gambit Declined	Baltic Defense	Deferred Queen Attack				
Queen's Gambit Declined: Baltic, Pseudo-Chigorin Defense	Queens-Gambit-Declined-Baltic-Pseudo-Chigorin-Defense	Queen's Pawn Opening	Queen's Gambit Declined	Baltic Defense	Pseudo-Chigorin Defense				
Queen's Gambit Declined: Baltic, Pseudo-Slav Defense	Queens-Gambit-Declined-Baltic-Pseudo-Slav-Defense	Queen's Pawn Opening	Queen's Gambit Declined	Baltic Defense	Pseudo-Slav Defense				
Queen's Gambit Declined: Baltic, Queen Attack	Queens-Gambit-Declined-Baltic-Queen-Attack	Queen's Pawn Opening	Queen's Gambit Declined	Baltic Defense	Queen Attack				
Queen's Gambit Declined: Cambridge Springs, Bogoljubov, Argentine Variation	Queens-Gambit-Declined-Cambridge-Springs-Bogoljubov-Argentine-Variation	Queen's Gambit	Queen's Gambit Declined	Cambridge Springs Defense	Bogoljubov Variation	Argentine Variation			
Queen's Gambit Declined: Cambridge Springs, Bogoljubov Variation	Queens-Gambit-Declined-Cambridge-Springs-Bogoljubov-Variation	Queen's Gambit	Queen's Gambit Declined	Cambridge Springs Defense	Bogoljubov Variation				
Queen's Gambit Declined: Cambridge Springs, Capablanca Variation	Queens-Gambit-Declined-Cambridge-Springs-Capablanca-Variation	Queen's Gambit	Queen's Gambit Declined	Cambridge Springs Defense	Capablanca Variation				
Queen's Gambit Declined: Cambridge Springs Defense	Queens-Gambit-Declined-Cambridge-Springs-Defense	Queen's Gambit	Queen's Gambit Declined	Cambridge Springs Defense					
Queen's Gambit Declined: Cambridge Springs, Rubinstein Variation	Queens-Gambit-Declined-Cambridge-Springs-Rubinstein-Variation	Queen's Gambit	Queen's Gambit Declined	Cambridge Springs Defense	Rubinstein Variation				
Queen's Gambit Declined: Cambridge Springs, Yugoslav Variation	Queens-Gambit-Declined-Cambridge-Springs-Yugoslav-Variation	Queen's Gambit	Queen's Gambit Declined	Cambridge Springs Defense	Yugoslav Variation				
Queen's Gambit Declined: Catalan Opening	Queens-Gambit-Declined-Catalan-Opening	Catalan Opening	Queen's Gambit Declined	Catalan Opening					
Queen's Gambit Declined: Charousek, Miladinović Gambit	Queens-Gambit-Declined-Charousek-Miladinovic-Gambit	Queen's Gambit	Queen's Gambit Declined	Charousek Variation	Miladinović Gambit				
Queen's Gambit Declined: Charousek Variation	Queens-Gambit-Declined-Charousek-Variation	Queen's Gambit	Queen's Gambit Declined	Charousek Variation					
Queen's Gambit Declined: Chigorin Defense	Queens-Gambit-Declined-Chigorin-Defense	Queen's Gambit	Queen's Gambit Declined	Chigorin Defense					
Queen's Gambit Declined: Chigorin, Exchange, Costa's Line	Queens-Gambit-Declined-Chigorin-Exchange-Costas-Line	Queen's Gambit	Queen's Gambit Declined	Chigorin Defense	Exchange Variation	Costa's Line			
Queen's Gambit Declined: Chigorin, Exchange Variation	Queens-Gambit-Declined-Chigorin-Exchange-Variation	Queen's Gambit	Queen's Gambit Declined	Chigorin Defense	Exchange Variation				
Queen's Gambit Declined: Chigorin, Janowski Variation	Queens-Gambit-Declined-Chigorin-Janowski-Variation	Queen's Gambit	Queen's Gambit Declined	Chigorin Defense	Janowski Variation				
Queen's Gambit Declined: Chigorin, Lazard Gambit	Queens-Gambit-Declined-Chigorin-Lazard-Gambit	Queen's Gambit	Queen's Gambit Declined	Chigorin Defense	Lazard Gambit				
Queen's Gambit Declined: Chigorin, Main Line	Queens-Gambit-Declined-Chigorin-Main-Line	Queen's Gambit	Queen's Gambit Declined	Chigorin Defense	Main Line				
Queen's Gambit Declined: Chigorin, Main Line, Alekhine Variation	Queens-Gambit-Declined-Chigorin-Main-Line-Alekhine-Variation	Queen's Gambit	Queen's Gambit Declined	Chigorin Defense	Main Line	Alekhine Variation			
Queen's Gambit Declined: Chigorin, Tartakower Gambit	Queens-Gambit-Declined-Chigorin-Tartakower-Gambit	Queen's Gambit	Queen's Gambit Declined	Chigorin Defense	Tartakower Gambit				
Queen's Gambit Declined: Exchange, Positional Line	Queens-Gambit-Declined-Exchange-Positional-Line	Queen's Gambit	Queen's Gambit Declined	Exchange Variation	Positional Line				
Queen's Gambit Declined: Exchange, Positional Line, Chameleon Variation	Queens-Gambit-Declined-Exchange-Positional-Line-Chameleon-Variation	Queen's Gambit	Queen's Gambit Declined	Exchange Variation	Positional Line	Chameleon Variation			
Queen's Gambit Declined: Exchange, Positional Line, Reshevsky Variation	Queens-Gambit-Declined-Exchange-Positional-Line-Reshevsky-Variation	Queen's Gambit	Queen's Gambit Declined	Exchange Variation	Positional Line	Reshevsky Variation			
Queen's Gambit Declined: Exchange, Sämisch Variation	Queens-Gambit-Declined-Exchange-Samisch-Variation	Queen's Gambit	Queen's Gambit Declined	Exchange Variation	Sämisch Variation				
Queen's Gambit Declined: Exchange Variation	Queens-Gambit-Declined-Exchange-Variation	Queen's Gambit	Queen's Gambit Declined	Exchange Variation					
Queen's Gambit Declined: Forgotten Variation	Queens-Gambit-Declined-Forgotten-Variation	Queen's Gambit	Queen's Gambit Declined	Forgotten Variation					
Queen's Gambit Declined: Gunderam Gambit	Queens-Gambit-Declined-Gunderam-Gambit	Queen's Gambit	Queen's Gambit Declined	Gunderam Gambit					
Queen's Gambit Declined: Harrwitz Attack	Queens-Gambit-Declined-Harrwitz-Attack	Queen's Gambit	Queen's Gambit Declined	Harrwitz Attack					
Queen's Gambit Declined: Harrwitz, Fianchetto Defense	Queens-Gambit-Declined-Harrwitz-Fianchetto-Defense	Queen's Gambit	Queen's Gambit Declined	Harrwitz Attack	Fianchetto Defense				
Queen's Gambit Declined: Harrwitz, Main Line	Queens-Gambit-Declined-Harrwitz-Main-Line	Queen's Gambit	Queen's Gambit Declined	Harrwitz Attack	Main Line				
Queen's Gambit Declined: Harrwitz, Orthodox Defense	Queens-Gambit-Declined-Harrwitz-Orthodox-Defense	Queen's Gambit	Queen's Gambit Declined	Harrwitz Attack	Orthodox Defense				
Queen's Gambit Declined: Harrwitz, Two Knights, Blockade Line	Queens-Gambit-Declined-Harrwitz-Two-Knights-Blockade-Line	Queen's Gambit	Queen's Gambit Declined	Harrwitz Attack	Two Knights Defense	Blockade Line			
Queen's Gambit Declined: Harrwitz, Two Knights Defense	Queens-Gambit-Declined-Harrwitz-Two-Knights-Defense	Queen's Gambit	Queen's Gambit Declined	Harrwitz Attack	Two Knights Defense				
Queen's Gambit Declined: Lasker, Bernstein Variation	Queens-Gambit-Declined-Lasker-Bernstein-Variation	Queen's Gambit	Queen's Gambit Declined	Lasker Defense	Bernstein Variation				
Queen's Gambit Declined: Lasker Defense	Queens-Gambit-Declined-Lasker-Defense	Queen's Gambit	Queen's Gambit Declined	Lasker Defense					
Queen's Gambit Declined: Lasker, Mar del Plata Gambit	Queens-Gambit-Declined-Lasker-Mar-del-Plata-Gambit	Queen's Gambit	Queen's Gambit Declined	Lasker Defense	Mar del Plata Gambit				
Queen's Gambit Declined: Lasker, Teichmann, Russian Variation	Queens-Gambit-Declined-Lasker-Teichmann-Russian-Variation	Queen's Gambit	Queen's Gambit Declined	Lasker Defense	Teichmann Variation	Russian Variation			
Queen's Gambit Declined: Lasker, Teichmann Variation	Queens-Gambit-Declined-Lasker-Teichmann-Variation	Queen's Gambit	Queen's Gambit Declined	Lasker Defense	Teichmann Variation				
Queen's Gambit Declined: Marshall Defense	Queens-Gambit-Declined-Marshall-Defense	Queen's Gambit	Queen's Gambit Declined	Marshall Defense					
Queen's Gambit Declined: Marshall Gambit	Queens-Gambit-Declined-Marshall-Gambit	Queen's Gambit	Queen's Gambit Declined	Marshall Gambit					
Queen's Gambit Declined: Marshall, Tan Gambit	Queens-Gambit-Declined-Marshall-Tan-Gambit	Queen's Gambit	Queen's Gambit Declined	Marshall	Tan Gambit				
Queen's Gambit Declined: Marshall, Tolush Variation	Queens-Gambit-Declined-Marshall-Tolush-Variation	Queen's Gambit	Queen's Gambit Declined	Marshall	Tolush Variation				
Queen's Gambit Declined: Modern, Heral Variation	Queens-Gambit-Declined-Modern-Heral-Variation	Queen's Gambit	Queen's Gambit Declined	Modern Variation	Heral Variation				
Queen's Gambit Declined: Modern, Knight Defense	Queens-Gambit-Declined-Modern-Knight-Defense	Queen's Gambit	Queen's Gambit Declined	Modern Variation	Knight Defense				
Queen's Gambit Declined: Modern, Knight Defense, Alekhine Gambit	Queens-Gambit-Declined-Modern-Knight-Defense-Alekhine-Gambit	Queen's Gambit	Queen's Gambit Declined	Modern Variation	Knight Defense	Alekhine Gambit			
Queen's Gambit Declined: Modern, Knight Defense, Alekhine Variation	Queens-Gambit-Declined-Modern-Knight-Defense-Alekhine-Variation	Queen's Gambit	Queen's Gambit Declined	Modern Variation	Knight Defense	Alekhine Variation			
Queen's Gambit Declined: Modern, Knight Defense, Capablanca's Anti-Cambridge Springs Variation	Queens-Gambit-Declined-Modern-Knight-Defense-Capablancas-Anti-Cambridge-Springs-Variation	Queen's Gambit	Queen's Gambit Declined	Modern Variation	Knight Defense	Capablanca's Anti-Cambridge Springs Variation			
Queen's Gambit Declined: Modern, Knight Defense, Manhattan Variation	Queens-Gambit-Declined-Modern-Knight-Defense-Manhattan-Variation	Queen's Gambit	Queen's Gambit Declined	Modern Variation	Knight Defense	Manhattan Variation			
Queen's Gambit Declined: Modern, Knight Defense, Manhattan, Westphalian Variation	Queens-Gambit-Declined-Modern-Knight-Defense-Manhattan-Westphalian-Variation	Queen's Gambit	Queen's Gambit Declined	Modern Variation	Knight Defense	Manhattan Variation	Westphalian Variation		
Queen's Gambit Declined: Modern, Knight Defense, Rochlin Variation	Queens-Gambit-Declined-Modern-Knight-Defense-Rochlin-Variation	Queen's Gambit	Queen's Gambit Declined	Modern Variation	Knight Defense	Rochlin Variation			
Queen's Gambit Declined: Modern, Lasker Defense	Queens-Gambit-Declined-Modern-Lasker-Defense	Queen's Gambit	Queen's Gambit Declined	Modern Variation	Lasker Defense				
Queen's Gambit Declined: Modern, Miles Variation	Queens-Gambit-Declined-Modern-Miles-Variation	Queen's Gambit	Queen's Gambit Declined	Modern Variation	Miles Variation				
Queen's Gambit Declined: Modern, Neo-Orthodox Variation	Queens-Gambit-Declined-Modern-Neo-Orthodox-Variation	Queen's Gambit	Queen's Gambit Declined	Modern Variation	Neo-Orthodox Variation				
Queen's Gambit Declined: Modern, Pillsbury Attack	Queens-Gambit-Declined-Modern-Pillsbury-Attack	Queen's Gambit	Queen's Gambit Declined	Modern Variation	Pillsbury Attack				
Queen's Gambit Declined: Modern, Uhlmann Variation	Queens-Gambit-Declined-Modern-Uhlmann-Variation	Queen's Gambit	Queen's Gambit Declined	Modern Variation	Uhlmann Variation				
Queen's Gambit Declined: Modern Variation	Queens-Gambit-Declined-Modern-Variation	Queen's Gambit	Queen's Gambit Declined	Modern Variation					
Queen's Gambit Declined: Neo-Orthodox, Anti-Tartakower, Petrosian Variation	Queens-Gambit-Declined-Neo-Orthodox-Anti-Tartakower-Petrosian-Variation	Queen's Gambit	Queen's Gambit Declined	Neo-Orthodox Variation	Anti-Tartakower Variation	Petrosian Variation			
Queen's Gambit Declined: Neo-Orthodox, Anti-Tartakower Variation	Queens-Gambit-Declined-Neo-Orthodox-Anti-Tartakower-Variation	Queen's Gambit	Queen's Gambit Declined	Neo-Orthodox Variation	Anti-Tartakower Variation				
Queen's Gambit Declined: Neo-Orthodox Variation	Queens-Gambit-Declined-Neo-Orthodox-Variation	Queen's Gambit	Queen's Gambit Declined	Neo-Orthodox Variation					
Queen's Gambit Declined: Orthodox, Botvinnik Variation	Queens-Gambit-Declined-Orthodox-Botvinnik-Variation	Queen's Gambit	Queen's Gambit Declined	Orthodox	Botvinnik Variation				
Queen's Gambit Declined: Orthodox, Capablanca, Alekhine Variation	Queens-Gambit-Declined-Orthodox-Capablanca-Alekhine-Variation	Queen's Gambit	Queen's Gambit Declined	Orthodox	Capablanca	Alekhine Variation			
Queen's Gambit Declined: Orthodox, Capablanca, Janowski Variation	Queens-Gambit-Declined-Orthodox-Capablanca-Janowski-Variation	Queen's Gambit	Queen's Gambit Declined	Orthodox	Capablanca	Janowski Variation			
Queen's Gambit Declined: Orthodox, Capablanca System	Queens-Gambit-Declined-Orthodox-Capablanca-System	Queen's Gambit	Queen's Gambit Declined	Orthodox	Capablanca System				
Queen's Gambit Declined: Orthodox, Capablanca Variation	Queens-Gambit-Declined-Orthodox-Capablanca-Variation	Queen's Gambit	Queen's Gambit Declined	Orthodox	Capablanca Variation				
Queen's Gambit Declined: Orthodox, Capablanca, Vidmar Variation	Queens-Gambit-Declined-Orthodox-Capablanca-Vidmar-Variation	Queen's Gambit	Queen's Gambit Declined	Orthodox	Capablanca	Vidmar Variation			
Queen's Gambit Declined: Orthodox Defense	Queens-Gambit-Declined-Orthodox-Defense	Queen's Gambit	Queen's Gambit Declined	Orthodox Defense					
Queen's Gambit Declined: Orthodox, Fianchetto Variation	Queens-Gambit-Declined-Orthodox-Fianchetto-Variation	Queen's Gambit	Queen's Gambit Declined	Orthodox	Fianchetto Variation				
Queen's Gambit Declined: Orthodox, Henneberger, Karlsbad Variation	Queens-Gambit-Declined-Orthodox-Henneberger-Karlsbad-Variation	Queen's Gambit	Queen's Gambit Declined	Orthodox	Henneberger Variation	Karlsbad Variation			
Queen's Gambit Declined: Orthodox, Henneberger Variation	Queens-Gambit-Declined-Orthodox-Henneberger-Variation	Queen's Gambit	Queen's Gambit Declined	Orthodox	Henneberger Variation				
Queen's Gambit Declined: Orthodox, Pillsbury Variation	Queens-Gambit-Declined-Orthodox-Pillsbury-Variation	Queen's Gambit	Queen's Gambit Declined	Orthodox	Pillsbury Variation				
Queen's Gambit Declined: Orthodox, Rauzer Variation	Queens-Gambit-Declined-Orthodox-Rauzer-Variation	Queen's Gambit	Queen's Gambit Declined	Orthodox	Rauzer Variation				
Queen's Gambit Declined: Orthodox, Rubinstein Attack	Queens-Gambit-Declined-Orthodox-Rubinstein-Attack	Queen's Gambit	Queen's Gambit Declined	Orthodox	Rubinstein Attack				
Queen's Gambit Declined: Orthodox, Rubinstein, Flohr Line	Queens-Gambit-Declined-Orthodox-Rubinstein-Flohr-Line	Queen's Gambit	Queen's Gambit Declined	Orthodox	Rubinstein	Flohr Line			
Queen's Gambit Declined: Orthodox, Rubinstein Variation	Queens-Gambit-Declined-Orthodox-Rubinstein-Variation	Queen's Gambit	Queen's Gambit Declined	Orthodox	Rubinstein Variation				
Queen's Gambit Declined: Portisch Gambit	Queens-Gambit-Declined-Portisch-Gambit	Queen's Gambit	Queen's Gambit Declined	Portisch Gambit					
Queen's Gambit Declined: Pseudo-Tarrasch, Bishop Attack	Queens-Gambit-Declined-Pseudo-Tarrasch-Bishop-Attack	Queen's Gambit	Queen's Gambit Declined	Pseudo-Tarrasch Defense	Bishop Attack				
Queen's Gambit Declined: Pseudo-Tarrasch Defense	Queens-Gambit-Declined-Pseudo-Tarrasch-Defense	Queen's Gambit	Queen's Gambit Declined	Pseudo-Tarrasch Defense					
Queen's Gambit Declined: Queen's Knight Variation	Queens-Gambit-Declined-Queens-Knight-Variation	Queen's Gambit	Queen's Gambit Declined	Queen's Knight Variation					
Queen's Gambit Declined: Ragozin, Alekhine Variation	Queens-Gambit-Declined-Ragozin-Alekhine-Variation	Queen's Gambit	Queen's Gambit Declined	Ragozin Defense	Alekhine Variation				
Queen's Gambit Declined: Ragozin Defense	Queens-Gambit-Declined-Ragozin-Defense	Queen's Gambit	Queen's Gambit Declined	Ragozin Defense					
Queen's Gambit Declined: Ragozin, Vienna Variation	Queens-Gambit-Declined-Ragozin-Vienna-Variation	Queen's Gambit	Queen's Gambit Declined	Ragozin Defense	Vienna Variation				
Queen's Gambit Declined: Semi-Slav Defense, Accelerated Move-Order	Queens-Gambit-Declined-Semi-Slav-Defense-Accelerated-Move-Order	Queen's Gambit	Queen's Gambit Declined	Semi-Slav Defense	Accelerated Move-Order				
Queen's Gambit Declined: Semi-Slav Defense, Quiet, Semmering Variation	Queens-Gambit-Declined-Semi-Slav-Defense-Quiet-Semmering-Variation	Queen's Gambit	Queen's Gambit Declined	Semi-Slav Defense	Quiet Variation	Semmering Variation			
Queen's Gambit Declined: Semi-Slav Defense, Quiet, Spielmann Variation	Queens-Gambit-Declined-Semi-Slav-Defense-Quiet-Spielmann-Variation	Queen's Gambit	Queen's Gambit Declined	Semi-Slav Defense	Quiet Variation	Spielmann Variation			
Queen's Gambit Declined: Semi-Slav Defense, Quiet, Stonewall Variation	Queens-Gambit-Declined-Semi-Slav-Defense-Quiet-Stonewall-Variation	Queen's Gambit	Queen's Gambit Declined	Semi-Slav Defense	Quiet Variation	Stonewall Variation			
Queen's Gambit Declined: Semi-Slav Defense, Quiet Variation	Queens-Gambit-Declined-Semi-Slav-Defense-Quiet-Variation	Queen's Gambit	Queen's Gambit Declined	Semi-Slav Defense	Quiet Variation				
Queen's Gambit Declined: Semi-Tarrasch, Canal Variation	Queens-Gambit-Declined-Semi-Tarrasch-Canal-Variation	Queen's Gambit	Queen's Gambit Declined	Semi-Tarrasch Defense	Canal Variation				
Queen's Gambit Declined: Semi-Tarrasch Defense	Queens-Gambit-Declined-Semi-Tarrasch-Defense	Queen's Gambit	Queen's Gambit Declined	Semi-Tarrasch Defense					
Queen's Gambit Declined: Semi-Tarrasch, Main Line	Queens-Gambit-Declined-Semi-Tarrasch-Main-Line	Queen's Gambit	Queen's Gambit Declined	Semi-Tarrasch Defense	Main Line				
Queen's Gambit Declined: Semi-Tarrasch, Main Line, Exchange, Kmoch Variation	Queens-Gambit-Declined-Semi-Tarrasch-Main-Line-Exchange-Kmoch-Variation	Queen's Gambit	Queen's Gambit Declined	Semi-Tarrasch Defense	Main Line	Exchange Variation	Kmoch Variation		
Queen's Gambit Declined: Semi-Tarrasch, Main Line, Exchange, San Sebastian Variation	Queens-Gambit-Declined-Semi-Tarrasch-Main-Line-Exchange-San-Sebastian-Variation	Queen's Gambit	Queen's Gambit Declined	Semi-Tarrasch Defense	Main Line	Exchange Variation	San Sebastian Variation		
Queen's Gambit Declined: Semi-Tarrasch, Main Line, Exchange Variation	Queens-Gambit-Declined-Semi-Tarrasch-Main-Line-Exchange-Variation	Queen's Gambit	Queen's Gambit Declined	Semi-Tarrasch Defense	Main Line	Exchange Variation			
Queen's Gambit Declined: Semi-Tarrasch, Main Line, Pillsbury Variation	Queens-Gambit-Declined-Semi-Tarrasch-Main-Line-Pillsbury-Variation	Queen's Gambit	Queen's Gambit Declined	Semi-Tarrasch Defense	Main Line	Pillsbury Variation			
Queen's Gambit Declined: Semi-Tarrasch, Pillsbury, Krause Variation	Queens-Gambit-Declined-Semi-Tarrasch-Pillsbury-Krause-Variation	Queen's Gambit	Queen's Gambit Declined	Semi-Tarrasch Defense	Pillsbury Variation	Krause Variation			
Queen's Gambit Declined: Semi-Tarrasch, Pillsbury, Primitive Pillsbury Variation	Queens-Gambit-Declined-Semi-Tarrasch-Pillsbury-Primitive-Pillsbury-Variation	Queen's Gambit	Queen's Gambit Declined	Semi-Tarrasch Defense	Pillsbury Variation	Primitive Pillsbury Variation			
Queen's Gambit Declined: Semi-Tarrasch, Pillsbury Variation	Queens-Gambit-Declined-Semi-Tarrasch-Pillsbury-Variation	Queen's Gambit	Queen's Gambit Declined	Semi-Tarrasch Defense	Pillsbury Variation				
Queen's Gambit Declined: Tartakower Defense	Queens-Gambit-Declined-Tartakower-Defense	Queen's Gambit	Queen's Gambit Declined	Tartakower Defense					
Queen's Gambit Declined: Tartakower, Exchange Variation	Queens-Gambit-Declined-Tartakower-Exchange-Variation	Queen's Gambit	Queen's Gambit Declined	Tartakower Defense	Exchange Variation				
Queen's Gambit Declined: Tartakower, Makogonov Exchange Variation	Queens-Gambit-Declined-Tartakower-Makogonov-Exchange-Variation	Queen's Gambit	Queen's Gambit Declined	Tartakower Defense	Makogonov Exchange Variation				
Queen's Gambit Declined: Three Knights, Barmen Variation	Queens-Gambit-Declined-Three-Knights-Barmen-Variation	Queen's Gambit	Queen's Gambit Declined	Three Knights Variation	Barmen Variation				
Queen's Gambit Declined: Three Knights, Harrwitz Attack	Queens-Gambit-Declined-Three-Knights-Harrwitz-Attack	Queen's Gambit	Queen's Gambit Declined	Three Knights Variation	Harrwitz Attack				
Queen's Gambit Declined: Three Knights, Semi-Tarrasch Defense	Queens-Gambit-Declined-Three-Knights-Semi-Tarrasch-Defense	Queen's Gambit	Queen's Gambit Declined	Three Knights Variation	Semi-Tarrasch Defense				
Queen's Gambit Declined: Three Knights Variation	Queens-Gambit-Declined-Three-Knights-Variation	Queen's Gambit	Queen's Gambit Declined	Three Knights Variation					
Queen's Gambit Declined: Three Knights, Vienna, Quiet Variation	Queens-Gambit-Declined-Three-Knights-Vienna-Quiet-Variation	Queen's Gambit	Queen's Gambit Declined	Three Knights Variation	Vienna Variation	Quiet Variation			
Queen's Gambit Declined: Three Knights, Vienna Variation	Queens-Gambit-Declined-Three-Knights-Vienna-Variation	Queen's Gambit	Queen's Gambit Declined	Three Knights Variation	Vienna Variation				
Queen's Gambit Declined: Traditional, Capablanca-Důras Variation	Queens-Gambit-Declined-Traditional-Capablanca-Duras-Variation	Queen's Gambit	Queen's Gambit Declined	Traditional Variation	Capablanca-Důras Variation				
Queen's Gambit Declined: Traditional, Capablanca Variation	Queens-Gambit-Declined-Traditional-Capablanca-Variation	Queen's Gambit	Queen's Gambit Declined	Traditional Variation	Capablanca Variation				
Queen's Gambit Declined: Traditional Variation	Queens-Gambit-Declined-Traditional-Variation	Queen's Gambit	Queen's Gambit Declined	Traditional Variation					
Queen's Gambit Declined: Traditional, Vienna Variation	Queens-Gambit-Declined-Traditional-Vienna-Variation	Queen's Gambit	Queen's Gambit Declined	Traditional Variation	Vienna Variation				
Queen's Gambit Declined with 2...g6	Queens-Gambit-Declined-with-2-g6	Queen's Gambit	Queen's Gambit Declined	with 2...g6					
Queen's Gambit Declined: Zilbermints Gambit	Queens-Gambit-Declined-Zilbermints-Gambit	Queen's Gambit	Queen's Gambit Declined	Zilbermints Gambit					
Queen's Indian Defense	Queens-Indian-Defense	Queen's Indian Defense	Queen's Indian Defense						
Queen's Indian Defense: Fianchetto, Anti-Queen's Indian, Opočenský Variation	Queens-Indian-Defense-Fianchetto-Anti-Queens-Indian-Opocensky-Variation	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Anti-Queen's Indian System	Opočenský Variation			
Queen's Indian Defense: Fianchetto, Anti-Queen's Indian System	Queens-Indian-Defense-Fianchetto-Anti-Queens-Indian-System	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Anti-Queen's Indian System				
Queen's Indian Defense: Fianchetto, Capablanca, Riumin Variation	Queens-Indian-Defense-Fianchetto-Capablanca-Riumin-Variation	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Capablanca Variation	Riumin Variation			
Queen's Indian Defense: Fianchetto, Capablanca Variation	Queens-Indian-Defense-Fianchetto-Capablanca-Variation	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Capablanca Variation				
Queen's Indian Defense: Fianchetto, Classical, Euwe Variation	Queens-Indian-Defense-Fianchetto-Classical-Euwe-Variation	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Classical Variation	Euwe Variation			
Queen's Indian Defense: Fianchetto, Classical, Kramnik Variation	Queens-Indian-Defense-Fianchetto-Classical-Kramnik-Variation	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Classical Variation	Kramnik Variation			
Queen's Indian Defense: Fianchetto, Classical, Nimzowitsch Line	Queens-Indian-Defense-Fianchetto-Classical-Nimzowitsch-Line	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Classical Variation	Nimzowitsch Line			
Queen's Indian Defense: Fianchetto, Classical, Polugaevsky Gambit	Queens-Indian-Defense-Fianchetto-Classical-Polugaevsky-Gambit	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Classical Variation	Polugaevsky Gambit			
Queen's Indian Defense: Fianchetto, Classical, Taimanov Gambit	Queens-Indian-Defense-Fianchetto-Classical-Taimanov-Gambit	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Classical Variation	Taimanov Gambit			
Queen's Indian Defense: Fianchetto, Classical, Tiviakov Defense	Queens-Indian-Defense-Fianchetto-Classical-Tiviakov-Defense	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Classical Variation	Tiviakov Defense			
Queen's Indian Defense: Fianchetto, Classical, Traditional Variation	Queens-Indian-Defense-Fianchetto-Classical-Traditional-Variation	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Classical Variation	Traditional Variation			
Queen's Indian Defense: Fianchetto, Classical Variation	Queens-Indian-Defense-Fianchetto-Classical-Variation	Queen's Indian Defense	Queen's Indian Defense	Fianchetto Variation	Classical Variation				
